title,authors,authors_count_token,authors_count_numberic,abstracts,venue,year_token,year,primary_topic,keywords,Label
vision execution enabling knowledge representation reasoning hybrid intelligent robots playing mobile games,denise angilica mario avolio giovanni beraldi giovambattista ianni francesco pacenza,many_authors,1.3958145208798287,automating acts touch surfaces opens range possibilities researching experimenting hybrid ai approaches paper propose delta robot capable playing match3 games ballsorting puzzles acting mobile phones robot recognizes objects different colors shapes vision module capable making strategic decisions based declarative models games rules game playing strategy features effector executes moves physical devices solution integrates multiple ai methods including vision processing answer set programming helpful reusable infrastructure provided vision task facilitated robot motion control inherently simplified usage delta robot layout illustrate components robotic application integrated briefly showcase recognition general knowledge modeled implemented overviewing implementation representative games argue application provides potential kr robotics combined creative ways offers general controlled environment experiment forms hybrid reasoning relieving implementation details,kr,year_2022_2023,0.16402139163102464,logic reasoning knowledge,computer science robot artificial intelligence humancomputer interaction mobile robot robotics set abstract data type answer set programming programming language,2
machine learning model integration open world temporal logic process automation,dyuman aditya colton payne mario leiva paulo shakarian,many_authors,0.852405814277758,recent advances machine learning ml produced models extract structured information complex data however significant challenge lies translating perceptual extractive outputs actionable explainable decisions within complex operational workflows address challenges paper introduces novel approach integrates outputs various machine learning models directly pyreason framework openworld temporal logic programming reasoning engine pyreasons foundation generalized annotated logic allows incorporation realvalued outputs eg probabilities confidence scores diverse set ml models treating truth intervals within logical framework crucially pyreason provides mechanisms implemented python continuously poll ml model outputs convert logical facts dynamically recompute minimal model enable decisionmaking realtime furthermore native support temporal reasoning knowledge graph integration fully explainable interface traces enables analysis timesensitive process data existing organizational knowledge combining strengths perception extraction ml models logical deduction transparency pyreason aim create powerful system automating complex processes integration well suited use cases numerous domains including manufacturing healthcare business operations,iclp,year_post_2024,0.9722427416967726,business process modeling analysis,automation transparency behavior process computing automated reasoning temporal logic inductive logic programming set abstract data type interval temporal logic graph,2
first order logic commonsense reasoning path less travelled,noauthor,no_author,-1.3212290121305246,noabstract,iclp,year_2022_2023,-0.24008928340184937,musculoskeletal pain rehabilitation,path computing geodesy geography computer science computer network,2
representing evaluating sbvr specification via asp,murali mohanan imran sarwar bajwa,few_authors,-0.2344115989263833,users software requirements represented natural language speech english translating requirements objectoriented models tough process designers article proposes neoteric approach generate unified modeling language uml class models instantly software requirement specifications srs authors make use open natural language processing tool opennlp lexical analysis generate necessary parts speech pos tags requirement specifications semantics business vocabulary rules sbvr standard used extract objectoriented elements natural language nl processed srs authors generate uml class models prototype tool generate accurate models less time automated system designing objectoriented models srs reduces cost budget designers users,iclp,year_post_2024,0.9722427416967726,modeldriven software engineering techniques,computer science semantics business vocabulary business rules unified modeling language class diagram class philosophy programming language semantics computer science natural language object constraint language software engineering vocabulary object grammar process computing objectoriented programming artificial intelligence software natural language processing applications uml business rule business process work process engineering linguistics,4
planning compilation reason goal achievement planning time,alberto pozanco marianela morales daniel borrajo manuela veloso,many_authors,0.852405814277758,identifying specific actions achieve goals solving planning task might beneficial various planning applications traditionally identification occurs postsearch actions may temporarily achieve goals later undone reachieved actions paper propose compilation extends original planning task commit actions enforce persistence specific goals achieved allowing planners identify permanent goal achievement planning experimental results indicate solving reformulated tasks incur additional overhead performing optimal suboptimal planning providing useful information downstream tasks,kr,year_post_2024,0.9722427416967726,aibased problem solving planning,commit task project management identification biology action physics overhead engineering plan archaeology,1
costoptimal deletefree classical planning via maximum satisfiability,masood feyzbakhsh rankooh andreas niskanen matti järvisalo,few_authors,0.30899710767568733,propose maximum satisfiability maxsat based approach costoptimal deletefree planning also known optimal relaxed planning relaxed planning central subclass classical planning consisting computing h heuristic classical planning alternative existing approaches exactly computing h propose maximum satisfiability maxsat based approach motivated success satbased planners significant recent advances maxsat solvers concretely adapt recent answer set optimization approach computing h maxsat propose maxsat encoding variants representing costoptimal plans plan acyclicity combine runtime improvements overall maxsat approach compares favourably current stateoftheart answer set optimization approach,kr,year_post_2024,0.9722427416967726,aibased problem solving planning,maximum satisfiability problem satisfiability set abstract data type heuristic boolean satisfiability problem plan archaeology optimization problem,1
verification general games imperfect information using strategy logic,yifan he munyque mittelmann aniello murano abdallah saffidine michael thielscher,many_authors,1.3958145208798287,game description language imperfect information gdlii lightweight formalism representing rules arbitrary games including players private information purpose build general gameplaying systems automated players understand rules games learn play without human intervention epistemic strategy logic slk hand rich logical framework reasoning multiagent systems strategic behavior agents partial observability enable general gameplaying system take advantage rich formalism automatic verification properties games present formal translation gdlii slk models prove correctness translation show crucial properties general games including playability existence nash equilibria expressed formulas slk finally demonstrate application existing modelchecking system slk verify properties gdlii games,kr,year_post_2024,0.5681320666638986,sports analytics performance,computer science imperfect perfect information mathematics mathematical economics,2
conflict handling product configuration using answer set programming,seemran mishra,single_author,-0.7778203055284539,preliminary work configuration knowledge representation serves foundation building interactive configuration systems answer set programming asp major concepts product configuration problem identified discussed bike configuration example fact format developed expressing product knowledge domainspecific mapped systems finally domainindependent asp encoding provided represents concepts configuration problem,iclp,year_2022_2023,-0.24008928340184937,logic reasoning knowledge,answer set programming computer science set abstract data type domain mathematical analysis product mathematics representation politics knowledge representation reasoning theoretical computer science programming language artificial intelligence mathematics,4
llmreasoningplanning supporting incomplete user queries presence apis,sudhir agarwal anu sreepathy david h. alonso prarit lamba,many_authors,0.852405814277758,recent availability large language models llms led development numerous llmbased approaches aimed providing natural language interfaces various enduser tasks enduser tasks turn typically accomplished orchestrating given set apis practice natural language task requests user queries often incomplete ie may contain information required apis llms excel natural language processing nlp tasks frequently hallucinate missing information struggle orchestrating apis key idea behind proposed approach leverage logical reasoning classical ai planning along llm accurately answering user queries including identification gathering missing information queries approach uses llm asp answer set programming solver translate user query representation planning domain definition language pddl via intermediate representation asp introduce special api getinfoapi gathering missing information model apis pddl actions way supports dataflow apis approach uses classical ai planner generate orchestration api calls including calls getinfoapi answer user query evaluation results show approach significantly outperforms pure llm based approach achieving 95 success rate cases dataset containing complete incomplete single goal multigoal queries multigoal queries may may require dataflow among apis,iclp,year_post_2024,0.5681320666638986,serviceoriented architecture web services,computer science humancomputer interaction information retrieval,2
neurosymbolic agent asp robust exception learning textbased games,vinod mishra julian briseno mani srivastava,few_authors,0.30899710767568733,robotic agents developed perform number tasks human command sometimes independently well humanagent teams extend capabilities humans robots multiagent reinforcement learning marl natural approach teams interaction within team composed human robot agents considered far ignores role physical context marl present distributed online marl scenario incorporating wireless communication physical movement supplemented intrateam communication present system mathematical analysis initial experimental results herein,iclp,year_post_2024,0.5681320666638986,human pose action recognition,computer science context archaeology humancomputer interaction artificial intelligence communication cognitive science psychology geography,4
causes changing profiles preliminary report,clarence a. hall walter o. snelling j.a. holmes,no_author,-1.3212290121305246,general supervision work oh coalmine inspectors,kr,year_2022_2023,0.16402139163102464,occupational health safety research,forensic engineering coal coal mining mining engineering environmental science engineering waste management,3
prolog coding guidelines status tool support,falco nogatz philipp körner sebastian krings,few_authors,0.30899710767568733,importance coding guidelines generally accepted throughout developers every programming language naturally prolog makes exception however establishing coding guidelines fraught obstacles finding common ground kind selection rules matter debate found adhering enforcing rules complicated well least prologs flexible syntax without keywords paper evaluate status coding guidelines prolog community discuss extent automatically verified implemented linter prolog applied several packages get hold current state community,iclp,year_2018_2019,-1.4524213085004714,software engineering research,prolog computer science programming language coding social sciences syntax logic programming artificial intelligence mathematics,5
llm asp workflow joint entityrelation extraction,trang tran trung hoang le huiping cao tran cao son,many_authors,0.852405814277758,joint entityrelation extraction jere identifies entities relationships simultaneously traditional machinelearning based approaches performing task require large corpus annotated data lack ability easily incorporate domain specific information construction model therefore creating model jere often labor intensive time consuming elaboration intolerant paper propose harnessing capabilities generative pretrained large language models llms knowledge representation reasoning capabilities answer set programming asp perform jere present generic workflow jere using llms asp workflow generic sense applied jere domain takes advantage llms capability natural language understanding works directly unannotated text exploits elaboration tolerant feature asp modification core program required additional domain specific knowledge form type specifications found needs used demonstrate usefulness proposed workflow experiments limited training data three wellknown benchmarks jere results experiments show llm asp workflow better stateoftheart jere systems several categories 10 training data able achieve 25 times 35 15 improvement relation extraction task scierc corpus one difficult benchmarks,iclp,year_post_2024,0.9722427416967726,serviceoriented architecture web services,workflow task project management domain mathematical analysis joint building representation politics elaboration exploit relation database,4
comprehensive multiagent epistemic planning,francesco fabiano,single_author,-0.7778203055284539,last years concept artificial intelligence become central different tasks concerning daily life several working scenarios among tasks automated planning always central ai research community particular manuscript focused specialized kind planning known multiagent epistemic planning mep epistemic planning ep refers automated planning setting agent reasons space knowledgebeliefs states tries find plan reach desirable state starting one general form mep problem involves multiple agents need reason state world information flows agents tackle mep problem several tools developed diversity approaches led deeper understanding problem space proposed tool lacks abilities allow comprehensive investigation information flows objective work formalize environment complete characterization agents knowledgebeliefs interaction update possible particular aim achieve goal defining new actionbased language multiagent epistemic planning implement epistemic planner based solver provide tool flexible enough reason different domains eg economy security justice politics considering others knowledgebeliefs could lead winning strategies,iclp,year_2020_2021,-0.6441999584347234,logic reasoning knowledge,planner plan archaeology automated planning scheduling problem solver state computer science space punctuation,3
front matter table contents preface conference organization,noauthor,no_author,-1.3212290121305246,noabstract,iclp,year_2016_2017,-2.2606426585662196,diverse scientific economic studies,table contents table database front military information retrieval computer science geography world wide web database meteorology,1
constraint cnf sat csp language one roof,justyna petke,single_author,-0.7778203055284539,noabstract,iclp,year_2016_2017,-2.6647533335990934,constraint satisfaction optimization,constraint computeraided design solver computer science constraint satisfaction problem problem solver constraint programming programming language mathematical optimization theoretical computer science mathematics artificial intelligence computational science,3
scalable approach probabilistic compliance declarative process mining,christian sturm stefan schönig stefan jablonski,few_authors,0.30899710767568733,noabstract,iclp,year_post_2024,0.9722427416967726,business process modeling analysis,computer science perspective graphical process computing process mining data science programming language software engineering artificial intelligence work process business process modeling business process engineering,3
reasoning shiq axiom conceptlevel standpoint modalities,lucía gómez álvarez sebastian rudolph,few_authors,-0.2344115989263833,standpoint logic recently proposed modal logic framework wellsuited multiperspective reasoning ontology integration reason combinations standpoint logic description logics dls special interest prior work shown possible add standpoints numerous decidable fragments firstorder logics including expressive dls sroiqbs preserving reasoning complexity long standpoint modalities limited axiom level expressive tighter modal integration standpoint modalities also allowed occur concept expressions far investigated much less expressive dl el paper push line research showing dl shiq allows tight modal integration standpoints without compromising exptime reasoning complexity core insight toward result satisfiable knowledge base admits model polynomially many worlds argument requires rather elaborate modeltheoretic construction allows us establish polynomial equisatisfiable translation plain shiq beyond showing theoretical result enables us use highly optimised owl reasoners provide practical reasoning support ontology languages extended standpoint modelling complement findings observation techniques would fail upon adding modelling feature nominals underlying dl,kr,year_post_2024,0.5681320666638986,semantic web ontologies,description logic axiom modal logic computer science decidability theoretical computer science ontology modalities automated reasoning modal possible world accessibility relation multimodal logic artificial intelligence mathematics epistemology,2
bringing logic programming primary school teacher training course,tom donohoe,single_author,-0.7778203055284539,noabstract,iclp,year_post_2024,0.5681320666638986,motivation selfconcept sports,download library science visual arts media studies art sociology computer science world wide web,4
strong equivalences lpmln programs,bin wang jun shen shutao zhang zhizheng zhang,many_authors,0.852405814277758,lpmln powerful knowledge representation reasoning tool combines nonmonotonic reasoning ability answer set programming asp probabilistic reasoning ability markov logic networks mln paper study strong equivalence lpmln programs important tool program rewriting theoretical investigations field logic programming first present notion pstrong equivalence lpmln present modeltheoretical characterization notion investigate relationships among pstrong equivalence existing notions strong equivalences lpmln investigate several properties pstrong equivalence following four aspects firstly investigate two relaxed notions pstrong equivalence according practical scenarios program rewriting present corresponding characterizations notions secondly analyze computational complexities deciding strong equivalences lpmln programs thirdly investigate relationships among strong equivalences lpmln two extensions asp asp weak constraints ordered disjunctions finally investigate lpmln program simplification via pstrong equivalence present syntactic conditions decide pstrong equivalence single lpmln rule empty program contributions paper follows firstly results presented paper provide better understanding lpmln programming helps us explore properties lpmln secondly relationships among strong equivalences open way study strong equivalences logic formalisms translating lpmln thirdly program simplification used enhance implementations lpmln solvers,iclp,year_2018_2019,-1.4524213085004714,logic reasoning knowledge,answer set programming equivalence formal languages rewriting logical equivalence logic programming computer science probabilistic logic theoretical computer science mathematics programming language algebra field discrete mathematics pure mathematics artificial intelligence,1
pruning belief traps multiagent epistemic planning,biqing fang fangzhen lin,few_authors,-0.2344115989263833,multiagent epistemic planning mep addresses planning problems involving multiple agents epistemic reasoning often requiring consideration nested beliefs paper extend notion traps classical planning mep call belief traps epistemic formulas entailed epistemic state remain entailed successor states identifying belief traps sometimes improve mep solving significantly consider two methods identifying using belief traps improve planning efficiency first method adapts classical preprocessing algorithm integration mep planner simpleform construction traps novel use beneficial traps guide search second method systematically generalizes belief lock strategy formalizing underlying preservation condition experiments show new pruning techniques accelerate problemsolving domains irreversible beliefs,kr,year_post_2024,0.9722427416967726,aibased problem solving planning,pruning successor cardinal preprocessor belief revision uncertainty quantification,4
deontic paradoxes asp weak constraints,christian hatschka agata ciabattoni thomas eiter,few_authors,0.30899710767568733,rise powerful ai technology range applications sensitive legal social ethical norms demands decisionmaking support presence norms regulations normative reasoning realm deontic logics challenged wellknown benchmark problems deontic paradoxes lack efficient computational tools paper use answer set programming asp addressing shortcomings showcase encode resolve several wellknown deontic paradoxes utilizing weak constraints abstracting generalizing encoding present methodology translating normative systems asp weak constraints methodology applied ethical versions pacman obtain comparable performance related works ethically preferable results,iclp,year_2022_2023,0.16402139163102464,logic reasoning knowledge,deontic logic normative realm answer set programming computer science benchmark surveying set abstract data type encode epistemology artificial intelligence programming language philosophy political science law,3
joint proceedings joint workshop knowledge diversity cognitive aspects kr workshop symbolic neurosymbolic architectures intelligent robotics technology kodiscakrsynergy 2024 colocated 21st international conference principles knowledge representation reasoning kr 2024 hanoi vietnam november 28 2024,yi zeng spyros kotoulas zhisheng huang,few_authors,0.30899710767568733,continuous effort organizing discussions providing possible theories techniques deal barriers knowledge processing web scale 2013 international workshop webscale knowledge representation retrieval reasoning webkr 2013 held conjunction 2013 acm international conference information knowledge management cikm 2013 november 1st 2013 burlingame ca united states 4th version webkr workshop previous workshops title accepted papers workshop cover many important topics field year contributions focus multifaceted understanding web knowledge sources web entity linking deep web knowledge acquisition webscale stream reasoning many new approaches proposed deal problems context large scale web resources summary introduces major contributions accepted papers webkr 2013 workshop,kr,year_post_2024,0.5681320666638986,semantic web ontologies,computer science world wide web web standards web modeling web development context archaeology web intelligence data web web service web engineering,1
guarded fragments meet dynamic logic story regular guards,bartosz bednarczyk emanuel kieroński,few_authors,-0.2344115989263833,study guarded fragment regular guards rgf combines expressive power guarded fragment gf propositional dynamic logic intersection converse icpdl logic generalizes uniform way many previouslystudied extensions gf including conjunctions transitive equivalence guards transitive equivalence closure prove 2exptimecompleteness satisfiability problem rgf showing rgf harder icpdl gf shifting query entailment problem provide undecidability results significantly strengthen solidify earlier results along lines conclude identifying maximal natural sense expspacecomplete fragment rgf,kr,year_post_2024,0.9722427416967726,logic reasoning knowledge,transitive closure satisfiability fragment logic converse expressive power transitive relation propositional calculus equivalence formal languages intersection aeronautics gas meter prover,3
correct causal inference probabilistic logic programming,noauthor,no_author,-1.3212290121305246,noabstract,iclp,year_2022_2023,-0.24008928340184937,logic reasoning knowledge,probabilistic logic programming language computer science law theoretical computer science mathematics mathematical economics artificial intelligence political science,5
enhancements prolog playground ald notebooks modern prolog classroom,noauthor,no_author,-1.3212290121305246,noabstract,iclp,year_post_2024,0.9722427416967726,classical philosophy thought,prolog programming language computer science,3
costbased semantics querying inconsistent weighted knowledge bases,meghyn bienvenu camille bourgaux robin jean,few_authors,0.30899710767568733,paper explore quantitative approach querying inconsistent description logic knowledge bases consider weighted knowledge bases axioms assertions possibly infinite weights used assign cost interpretation based upon axioms assertions violates two notions certain possible answer defined either considering interpretations whose cost exceed given bound restricting attention optimalcost interpretations main contribution comprehensive analysis combined data complexity bounded cost satisfiability certain possible answer recognition description logics elbot alco,kr,year_post_2024,0.5681320666638986,logic reasoning knowledge,axiom computer science semantics computer science bounded function interpretation philosophy satisfiability theoretical computer science abstract interpretation mathematics programming language,1
hitchhikeraposs guide reinventing prolog machine,jesús castillo,single_author,-0.7778203055284539,category theory offer banach spacers second part surveylike paper focus much needed advanced categorical homological elements kan extensions derived category derived functor abelian hearts banach spaces,iclp,year_2016_2017,-2.2606426585662196,advanced banach space theory,categorical variable functor mathematics pure mathematics focus optics abelian category banach space abelian group physics statistics,4
agentified argumentative learning short paper,noauthor,no_author,-1.3212290121305246,noabstract,iclp,year_post_2024,0.9722427416967726,language discourse communication strategies,argumentative style visual arts psychology peer review computer science linguistics art political science philosophy literature law,1
leveraging decisiondnnf compilation enumerating disjoint partial models,jean-marie lagniez emmanuel lonca,few_authors,-0.2344115989263833,allsolution satisfiability problem allsat extends sat requiring identification possible solutions propositional formula practice enumerating complete models often infeasible making identification partial models essential generating concise representation solution set deterministic decomposable negation normal form ddnnf serves language representation known offer polynomialtime algorithms model enumeration specifically propositional formula encoded ddnnf enables iterative model enumeration polynomial delay models however despite existence theoretical algorithms purpose available implementations currently accessible furthermore theoretical approaches nearly impractical solely yield complete models introduce novel algorithm maintains polynomial delay partial models significantly enhancing efficiency compared baseline approaches furthermore experimental validation demonstrate superiority compiling cnf formula ddnnf formula subsequently enumerating models existing stateoftheart methodologies cnf partial model enumeration,kr,year_post_2024,0.5681320666638986,data quality management,disjoint sets computer science theoretical computer science artificial intelligence combinatorics mathematics,1
proceedings 35th international conference logic programming technical communications iclp 2019 technical communications las cruces nm usa september 2025 2019,serdar kadioglu,single_author,-0.7778203055284539,noabstract,iclp,year_2018_2019,-1.4524213085004714,logic reasoning knowledge,computer science logic programming programming language software engineering telecommunications,1
tackling air traffic flow capacity management problem explainable answer set programming,gładyś sylwester malarski marek jasiński sławomir skorupski jacek,many_authors,0.852405814277758,civil aviation air traffic undergoes many random disturbances air traffic controllers watch real traffic ensure free collision hazards whole airspace atc sector control atfm service takes care flow capacity sector called capacity air traffic sector exceeded paper original method model estimation capacity designed atc sectors described method experimentally established statistical relationship random variables control load air traffic density used capacity sector found joint probability distribution twodimensional random variable model determined quanti le adequate order method verified practice determining capacity designed new atc sectors fir warsaw,iclp,year_post_2024,0.9722427416967726,air traffic management optimization,air traffic control civil aviation engineering traffic flow computer networking air traffic management transport engineering aviation estimation computer science computer security,5
sticky path expressive querying decidability navigational queries existential rules,piotr ostropolski-nalewaja sebastian rudolph,few_authors,-0.2344115989263833,extensive research field ontologybased query answering led identification numerous fragments existential rules also known tuplegenerating dependencies exhibit decidable answering atomic conjunctive queries motivated increased theoretical practical interest navigational queries paper considers question fragments decidability querying extends regular path queries rpqs fact decidability rpqs recently shown generally hold comprehensive family fragments come guarantee universal models reasonably wellshaped finite cliquewidth yet second major family fragments known finite unification sets short fus based firstorderrewritability corresponding results largely elusive far complete picture showing rpq answering arbitrary fus rulesets undecidable positive side establish problem decidable prominent fus subclass sticky rulesets caveat mild extension rpq formalism turns problem undecidable,kr,year_post_2024,0.5681320666638986,constraint satisfaction optimization,decidability existentialism path computing computer science theoretical computer science programming language epistemology philosophy,2
diagnosis post concept drift decision trees repair,shaked almog meir kalech,few_authors,-0.2344115989263833,decision trees commonly used machine learning since accurate robust classifiers decision tree built data change time causing classification performance decrease data distribution change known challenge machine learning referred concept drift concept drift detected usually experiencing decrease models performance handled training new model however method explain drift harming performance handles drifts effects main contribution paper presents novel twostep approach called appetite applies diagnosis techniques identify feature drifted adjusts model accordingly diagnosis step present two algorithms experimented 73 known datasets literature semisynthesized drifts features algorithms better handling concept drift training new model based samples drift combining two algorithms provide explanation drift competitive model new model trained entire data drift,kr,year_2022_2023,0.16402139163102464,data stream mining techniques,concept drift computer science decision tree artificial intelligence machine learning feature linguistics decision tree learning tree set theory data mining data stream mining mathematics,1
neurosymbolic ai digital forensics commonsense qualitative reasoning,son tran edjard mota artur d'avila garcez,few_authors,0.30899710767568733,knowledge representation reasoning neural networks longstanding endeavor attracted much attention recently principled integration reasoning learning neural networks main objective area neurosymbolic artificial intelligence ai chapter simple energybased neurosymbolic ai system described represent reason formally propositional logic formula creates powerful combination learning data knowledge logical reasoning start positioning neurosymbolic ai context current ai landscape unsurprisingly dominated large language models llms identify important challenges data efficiency fairness safety llms might addressed neurosymbolic reasoning systems formal reasoning capabilities discuss representation logic specific energybased system including illustrative examples empirical evaluation correspondence logical reasoning energy minimization using restricted boltzmann machines rbm system called logical boltzmann machine lbm find satisfying assignments class logical formulae searching small percentage possible truthvalue assignments learning data knowledge lbm also evaluated empirically compared purely symbolic purely neural stateoftheart neurosymbolic system achieving better learning performance five seven datasets results reported chapter accessible way expected reignite research use neural networks massively parallel models logical reasoning promote principled integration reasoning learning deep networks lbm also evaluated role interpretable neural module added top complex neural networks convolutional networks encoderdecoder networks implement given set logical constraints eg fairness safety requirements lbm evaluated deployed solution connectionist boolean satisfiability sat problem maximum satisfiability maxsat approximate optimization problems certain logical rules may given higher priority penalty according confidence value conclude chapter discussion importance positioning neurosymbolic ai within broader framework formal reasoning accountability ai discussing challenges neurosymbolic ai tackle various known problems reliability deep learning close opinion risks ai future opportunities neurosymbolic ai,iclp,year_post_2024,0.9722427416967726,notopic,knowledge representation reasoning deductive reasoning automated reasoning nonmonotonic logic logical reasoning opportunistic reasoning reasoning system context archaeology,5
capturing nonflat assumptionbased argumentation bipolar setafs,matti berthold anna rapberger markus ulbricht,few_authors,0.30899710767568733,flat fragment assumptionbased argumentation aba widely studied literature general nonflat case mostly neglected far recently possible way instantiate nonflat aba terms abstract argumentation framework gap closed completebased aba semantics capturing admissiblebased semantics yet achieved looking relation instantiated arguments requires augmenting arguments premises hence semiabstract instantiaiton paper provide compact fully abstract instantiation making use collective attack support relations inspired fundamental properties abstract formalisms identify flaws native aba semantics nonflat case provide refinements thereof utilizing novel instatiation,kr,year_post_2024,0.5681320666638986,software engineering research,argumentation theory computer science epistemology philosophy,1
iterative fixpoint semantics mknf hybrid knowledge bases function symbols,marco alberti riccardo zese fabrizio riguzzi evelina lamma,many_authors,0.852405814277758,hybrid knowledge bases based lifschitzs logic minimal knowledge negation failure successful approach combine expressivity description logics logic programming single language syntax defined motik rosati disallows function symbols order define wellfounded semantics mknf hkbs knorr et al define partition modal atoms occurring called alternating fixpoint partition paper propose iterated fixpoint semantics hkbs function symbols prove semantics extends knorr et als functionfree hkbs coincides alternating fixpoint partition proposed semantics lends well probabilistic extension distribution semantic approach subject future work,iclp,year_2022_2023,-0.24008928340184937,logic reasoning knowledge,iterated function fixed point modal calculus computer science semantics computer science programming language mathematics discrete mathematics theoretical computer science algorithm description logic intermediate logic normal modal logic,1
inference probabilistic logic programs using lifted explanations,fabrizio riguzzi,single_author,-0.7778203055284539,noabstract,iclp,year_2016_2017,-2.6647533335990934,philosophy theoretical science,inference computer science artificial intelligence,3
refining semantics epistemic specifications,ezgi iraz su,single_author,-0.7778203055284539,answer set programming asp efficient problemsolving approach strongly supported scientifically technologically several solvers ongoing active research implementations many different fields however although researchers acknowledged long ago necessity epistemic operators language asp better introspective reasoning research venue attract much attention recently moreover existing epistemic extensions asp literature widely approved either due fact propose unintended results even simple acyclic epistemic programs new unexpected results may possibly found importantly researchers different reasonings critical programs end cabalar et al recently identified structural properties epistemic programs formally support possible semantics proposal programs standardise results nonetheless soundness properties still debate widely accepted either asp community thus seems still time really understand paradigm mature formalism determine principles providing formal justification understandable models paper mainly focus existing semantics approaches criteria satisfactory semantics supposed satisfy ways improve also extend wellknown propositions hereandthere logic ht epistemic ht reveal real behaviour programs finally propose slightly novel semantics epistemic asp considered reflexive extension cabalar et als recent formalism called autoepistemic asp,iclp,year_2020_2021,-0.6441999584347234,logic reasoning knowledge,soundness computer science semantics computer science epistemology implementation introspection answer set programming formal semantics linguistics formalism music wellfounded semantics epistemic modal logic focus optics set abstract data type programming language operational semantics denotational semantics description logic philosophy,1
proportional dependencies asymptotics probabilistic representations,darren bradley,single_author,-0.7778203055284539,formal epistemology epistemology uses mathematical tools foremost among probability theory represent strength belief assigning number zero one one representing belief maximal strength zero minimal strength using formal tools investigate range epistemological questions justifies beliefs evidence inform belief update beliefs time,iclp,year_2020_2021,-1.0483106334675973,logic reasoning knowledge,probabilistic logic range aeronautics epistemology zero linguistics formal epistemology computer science mathematics artificial intelligence psychology philosophy social epistemology linguistics,2
natlog lightweight logic programming language neurosymbolic touch,paul tarau,single_author,-0.7778203055284539,introduce natlog lightweight logic programming language sharing prologs unificationdriven execution model simplified syntax semantics proofofconcept natlog implementation tightly embedded pythonbased deeplearning ecosystem focus contentdriven indexing ground term datasets overriding symbolic indexing algorithm function delegated neural network serving ground facts natlogs resolution engine opensource implementation available python package httpspypiorgprojectnatlog,iclp,year_2020_2021,-0.6441999584347234,natural language processing techniques,computer science python programming language programming language unification prolog logic programming programming paradigm artificial intelligence theoretical computer science,4
effects adding assignments lineartime temporal logics modulo theories,stéphane demri raul fervari,few_authors,-0.2344115989263833,introduce lineartime temporal logics past operators featuring simple assignment modality performs local changes models structures infinite sequences valuations interpreting variables elements possibly infinite data domain study several fragments well case boolean domain establish actually expressive firstorder logic infinite sequences propositional valuations logics concrete domains n z q equipped respective linear ordering equality tests show satisfiability problem decidable logics expressive version without assignment operator interestingly entails assignments provide huge concise ness helpful succinct specifications,kr,year_post_2024,0.9722427416967726,logic reasoning knowledge,tnorm fuzzy logics propositional variable satisfiability propositional calculus monoidal tnorm logic linear temporal logic fragment logic boolean satisfiability problem algebra field,4
mind gaps logical english prolog multiagent systems autonomous vehicles,galileo sartor adam wyner giuseppe contissa,few_authors,0.30899710767568733,paper present modular system representing reasoning legal aspects traffic rules autonomous vehicles focus subset united kingdoms highway code hc related junctions human drivers automated vehicles avs interact roads especially urban environments claim accessible unitary highlevel computational model exist applicable users autonomous vehicles introduce shift liability bring disadvantages increased burden human drivers develop system silico model proposed system built three main components natural language interface using logical english encodes rules internal representation rules prolog multiagentbased simulation environment built netlogo three components interact logical english translated prolog along support code prolog netlogo interface via predicates modular approach enables different components carry different burdens overall system also allows swapping modules given netlogo visualize effect modeled rules well validate system simple dynamic running scenario designated agents monitor behaviour vehicles compliance record potential violations occur information potential violations utilized validators determine whether violation punishable differentiating exceptions cases,iclp,year_post_2024,0.5681320666638986,multiagent systems negotiation,prolog computer science programming language artificial intelligence cognitive science psychology,3
automata dynamic answer set solving preliminary report,ivor uhliarik,single_author,-0.7778203055284539,noabstract,iclp,year_2020_2021,-0.6441999584347234,logic reasoning knowledge,computer science fuzzy logic set abstract data type product mathematics fuzzy set answer set programming artificial intelligence programming language mathematics,4
scalable ethical medical scheduling aspbased framework patientcentered experimental validation,hongnan ye,single_author,-0.7778203055284539,noabstract,iclp,year_post_2024,0.9722427416967726,ethics medical practice,action physics medline patient advocacy collective action conflict interest binary number,4
generating explainable rule sets treeensemble learning methods answer set programming,akihiro takemura katsumi inoue,few_authors,-0.2344115989263833,propose method generating explainable rule sets treeensemble learners using answer set programming asp end adopt decompositional approach split structures base decision trees exploited construction rules turn assessed using pattern mining methods encoded asp extract interesting rules show userdefined constraints preferences represented declaratively asp allow transparent flexible rule set generation rules used explanations help user better understand models experimental evaluation realworld datasets popular treeensemble algorithms demonstrates approach applicable wide range classification tasks,iclp,year_2020_2021,-0.6441999584347234,logic reasoning knowledge,set abstract data type answer set programming base topology range aeronautics decision tree knowledge base,5
