id,title,title_doiorg,title_openalex,authors,authors_doiorg,authors_openalex,authors_count_doiorg,authors_count_openalex,doi,venue,year,abstract_doiorg,abstract_openalex,primary_topic,keywords,concepts,Label
471,Abstractions of Queries in Ontology-Based Data Access.,Abstractions of Queries in Ontology-Based Data Access,Abstractions of Queries in Ontology-Based Data Access,"Michel Leclère, Marie-Laure Mugnier, Guillaume Pérution-Kihli","Michel Leclère, Marie-Laure Mugnier, Guillaume Pérution-Kihli","Michel Leclère, Marie-Laure Mugnier, Guillaume Pérution-Kihli",3,3,10.24963/kr.2025/43,kr,2025,"<jats:p>In ontology-based data access (OBDA), multiple data sources are integrated via mappings to an ontology. We consider an OBDA setting based on existential rules and the certain answer semantics. We address the recent issue of query abstraction, which consists of abstracting data queries by translating them to the ontology layer. Since a perfect abstraction may not exist, the notions of minimally complete and maximally sound abstractions have been introduced. 

 We study abstractions within an extension of UCQs with a limited form of inequality and a special predicate marking database constants. While this extension does not lead to an increased complexity of the problems of interest, it is able to express minimally complete abstractions, hence perfect abstractions when they exist. We also characterize maximally sound abstractions by making a new connection with the notion of  maximum recovery stemming from data exchange.</jats:p>","In ontology-based data access (OBDA), multiple data sources are integrated via mappings to an ontology. We consider an OBDA setting based on existential rules and the certain answer semantics. We address the recent issue of query abstraction, which consists of abstracting data queries by translating them to the ontology layer. Since a perfect abstraction may not exist, the notions of minimally complete and maximally sound abstractions have been introduced. We study abstractions within an extension of UCQs with a limited form of inequality and a special predicate marking database constants. While this extension does not lead to an increased complexity of the problems of interest, it is able to express minimally complete abstractions, hence perfect abstractions when they exist. We also characterize maximally sound abstractions by making a new connection with the notion of maximum recovery stemming from data exchange.",Semantic Web and Ontologies,"Extension (predicate logic), Predicate (mathematical logic), Data access, Abstraction, Query language, Ontology, Data integrity, Soundness, Conjunctive query","Computer science, Extension (predicate logic), Predicate (mathematical logic), Data access, Programming language, Abstraction, Theoretical computer science, Query language, Ontology, Data integrity, Soundness, Conjunctive query, Conservative extension, Reciprocal, Database query, Data structure, Semantics (computer science), Connection (principal bundle), Relational database, Lazy evaluation, Formal description, Rewriting, Core (optical fiber), Predicate abstraction",4
276,Mutex Graphs and Multicliques: Reducing Grounding Size for Planning.,Mutex Graphs and Multicliques: Reducing Grounding Size for Planning,Mutex Graphs and Multicliques: Reducing Grounding Size for Planning,"David Spies, Jia-Huai You, Ryan Hayward","David Spies, Jia-Huai You, Ryan Hayward","David Spies, Jia-Huai You, Ryan Hayward",3,3,10.4204/eptcs.306.20,iclp,2019,,"We present an approach to representing large sets of mutual exclusions, also known as mutexes or mutex constraints. These are the types of constraints that specify the exclusion of some properties, events, processes, and so on. They are ubiquitous in many areas of applications. The size of these constraints for a given problem can be overwhelming enough to present a bottleneck for the solving efficiency of the underlying solver. In this paper, we propose a novel graph-theoretic technique based on multicliques for a compact representation of mutex constraints and apply it to domain-independent planning in ASP. As computing a minimum multiclique covering from a mutex graph is NP-hard, we propose an efficient approximation algorithm for multiclique covering and show experimentally that it generates substantially smaller grounding size for mutex constraints in ASP than the previously known work in SAT.",AI-based Problem Solving and Planning,"Semaphore, Mutual exclusion, Bottleneck, Graph, Representation (politics), Operator (biology)","Semaphore, Mutual exclusion, Bottleneck, Computer science, Graph, Mathematics, Representation (politics), Theoretical computer science, Algorithm, Operator (biology), Mathematical optimization, Rotation formalisms in three dimensions, Distributed computing, Graph theory, Existential quantification",1
541,Grounded Fixpoints and Active Integrity Constraints.,Grounded Fixpoints,Grounded Fixpoints,"Bart Bogaerts, Joost Vennekens, Marc Denecker","Bart Bogaerts, Joost Vennekens, Marc Denecker","Bart Bogaerts, Joost Vennekens, Marc Denecker",3,3,10.1609/aaai.v29i1.9388,iclp,2016,"<jats:p>
      
        Algebraical fixpoint theory is an invaluable instrument for studying semantics of logics. For example, all major semantics of logic programming, autoepistemic logic, default logic and more recently, abstract argumentation have been shown to be induced by the different types of fixpoints defined in approximation fixpoint theory (AFT). In this paper, we add a new type of fixpoint to AFT: a grounded fixpoint of lattice operator O : L → L is defined as a lattice element x ∈ L such that O(x) = x and for all v ∈ L such that O(v ∧ x) ≤ v, it holds that x ≤ v. On the algebraical level, we show that all grounded fixpoints are minimal fixpoints approximated by the well-founded fixpoint and that all stable fixpoints are grounded. On the logical level, grounded fixpoints provide a new mathematically simple and compact type of semantics for any logic with a (possibly non-monotone) semantic operator. We explain the intuition underlying this semantics in the context of logic programming by pointing out that grounded fixpoints of the immediate consequence operator are interpretations that have no non-trivial unfounded sets. We also analyse the complexity of the induced semantics. Summarised, grounded fixpoint semantics is a new, probably the simplest and most compact, element in the family of semantics that capture basic intuitions and principles of various non-monotonic logics. 
      
    </jats:p>","Algebraical fixpoint theory is an invaluable instrument for studying semantics of logics. For example, all major semantics of logic programming, autoepistemic logic, default logic and more recently, abstract argumentation have been shown to be induced by the different types of fixpoints defined in approximation fixpoint theory (AFT). In this paper, we add a new type of fixpoint to AFT: a grounded fixpoint of lattice operator O : L → L is defined as a lattice element x ∈ L such that O(x) = x and for all v ∈ L such that O(v ∧ x) ≤ v, it holds that x ≤ v. On the algebraical level, we show that all grounded fixpoints are minimal fixpoints approximated by the well-founded fixpoint and that all stable fixpoints are grounded. On the logical level, grounded fixpoints provide a new mathematically simple and compact type of semantics for any logic with a (possibly non-monotone) semantic operator. We explain the intuition underlying this semantics in the context of logic programming by pointing out that grounded fixpoints of the immediate consequence operator are interpretations that have no non-trivial unfounded sets. We also analyse the complexity of the induced semantics. Summarised, grounded fixpoint semantics is a new, probably the simplest and most compact, element in the family of semantics that capture basic intuitions and principles of various non-monotonic logics.","Logic, Reasoning, and Knowledge","Fixed point, Well-founded semantics, Mathematics, Modal μ-calculus, Operator (biology), Logic programming, Discrete mathematics, Operational semantics, Computer science, Algebra over a field, Semantics (computer science), Programming language, Pure mathematics, Denotational semantics, Multimodal logic, Description logic, Zeroth-order logic, Mathematical analysis","Fixed point, Well-founded semantics, Mathematics, Modal μ-calculus, Operator (biology), Logic programming, Discrete mathematics, Operational semantics, Computer science, Algebra over a field, Semantics (computer science), Programming language, Pure mathematics, Denotational semantics, Multimodal logic, Description logic, Zeroth-order logic, Mathematical analysis, Chemistry, Gene, Repressor, Biochemistry, Transcription factor",2
520,Computing H-Partitions in ASP and Datalog.,List partitions,List partitions,"R. S. Bird, O. de Moor","R. S. Bird, O. de Moor","Richard Bird, Oege de Moor",2,2,10.1007/bf01211316,iclp,2022,"<jats:title>Abstract</jats:title>
          <jats:p>
            By definition, a
            <jats:italic>partition</jats:italic>
            of a list is a division of that list into nonempty contiguous segments. Many programming and operations research problems can be specified in terms of list partitions, and we present a hierarchy of theorems for deriving programs from such specifications. Throughout, reasoning is conducted in an equational style using the calculus for program synthesis developed by Bird and Meertens.
          </jats:p>","Abstract By definition, a partition of a list is a division of that list into nonempty contiguous segments. Many programming and operations research problems can be specified in terms of list partitions, and we present a hierarchy of theorems for deriving programs from such specifications. Throughout, reasoning is conducted in an equational style using the calculus for program synthesis developed by Bird and Meertens.",Algorithms and Data Compression,"Theory of computation, Computer science, Partition (number theory), Programming language, Hierarchy, Division (mathematics), Theoretical computer science, Mathematics, Algebra over a field, Combinatorics, Arithmetic","Theory of computation, Computer science, Partition (number theory), Programming language, Hierarchy, Division (mathematics), Theoretical computer science, Mathematics, Algebra over a field, Combinatorics, Arithmetic, Economics, Pure mathematics, Market economy",3
503,Mathematical Foundations for Joining Only Knowing and Common Knowledge.,Mathematical Foundations for Joining Only Knowing and Common Knowledge,Mathematical Foundations for Joining Only Knowing and Common Knowledge,"Marcos Cramer, Samuele Pollaci, Bart Bogaerts","Marcos Cramer, Samuele Pollaci, Bart Bogaerts","Marcos Cramer, Samuele Pollaci, Bart Bogaerts",3,3,10.24963/kr.2023/17,kr,2023,"<jats:p>Common knowledge and only knowing capture two intuitive and natural notions that have proven to be useful in a variety of settings, for example to reason about coordination or agreement between agents, or to analyse the knowledge of knowledge-based agents. While these two epistemic operators have been extensively studied in isolation, the approaches made to encode their complex interplay failed to capture some essential properties of only knowing. We propose a novel solution by defining a notion of μ-biworld for countable ordinals μ, which approximates not only the worlds that an agent deems possible, but also those deemed impossible. This approach allows us to define a multi-agent epistemic logic with common knowledge and only knowing operators, and a three-valued model semantics for it. Moreover, we show that we only really need biworlds of depth at most ω²+1. Based on this observation, we define a Kripke semantics on a canonical Kripke structure and show that this semantics coincides with the model semantics. Finally, we discuss issues arising when combining negative introspection or truthfulness with only knowing and show how positive introspection can be integrated into our logic.</jats:p>","Common knowledge and only knowing capture two intuitive and natural notions that have proven to be useful in a variety of settings, for example to reason about coordination or agreement between agents, or to analyse the knowledge of knowledge-based agents. While these two epistemic operators have been extensively studied in isolation, the approaches made to encode their complex interplay failed to capture some essential properties of only knowing. We propose a novel solution by defining a notion of μ-biworld for countable ordinals μ, which approximates not only the worlds that an agent deems possible, but also those deemed impossible. This approach allows us to define a multi-agent epistemic logic with common knowledge and only knowing operators, and a three-valued model semantics for it. Moreover, we show that we only really need biworlds of depth at most ω²+1. Based on this observation, we define a Kripke semantics on a canonical Kripke structure and show that this semantics coincides with the model semantics. Finally, we discuss issues arising when combining negative introspection or truthfulness with only knowing and show how positive introspection can be integrated into our logic.","Logic, Reasoning, and Knowledge","Introspection, Kripke structure, Semantics (computer science), Computer science, Kripke semantics, Epistemic modal logic, Variety (cybernetics), Artificial intelligence, Epistemology, Theoretical computer science, Multimodal logic, Description logic, Programming language, Temporal logic, Philosophy","Introspection, Kripke structure, Semantics (computer science), Computer science, Kripke semantics, Epistemic modal logic, Variety (cybernetics), Artificial intelligence, Epistemology, Theoretical computer science, Multimodal logic, Description logic, Programming language, Temporal logic, Philosophy",5
147,A Normative Model of Explanation for Binary Classification Legal AI and Its Implementation on Causal Explanations of Answer Set Programming.,Characterizing causal action theories and their implementations in answer set programming,Characterizing causal action theories and their implementations in answer set programming,Haodi Zhang,Haodi Zhang,Haodi Zhang,1,1,10.14711/thesis-b1584877,iclp,2022,,,Multi-Agent Systems and Negotiation,"Implementation, Answer set programming, Computer science, Action (physics), Set (abstract data type), Programming language, Cognitive science, Theoretical computer science, Epistemology, Psychology, Philosophy","Implementation, Answer set programming, Computer science, Action (physics), Set (abstract data type), Programming language, Cognitive science, Theoretical computer science, Epistemology, Psychology, Philosophy, Quantum mechanics, Physics",5
189,Solving Assembly Line Workload Smoothing Problem via Answer Set Programming.,Modelling Assembly Line Balancing Problem in Answer Set Programming,Modelling Assembly Line Balancing Problem in Answer Set Programming,Omar El-Khatib,Omar El-Khatib,Omar Elkhatib,1,1,10.1109/csci.2016.0098,iclp,2020,,"Answer set programming (ASP) is a new programming language paradigm combining the declarative aspect with non-monotonic reasoning. In this paper, we will investigate and evaluate an application of Simple Assembly Line Balancing Problem in Answer Set Programming. The problem is a highly combinatorial and is generally solved by specific programs. We present an approach to solve the simple assembly line balancing problem in Answer Set Programming and compare them with the standard ones. It turns out that, although Answer Set Programming greatly simplifies the problem statement. It is comparable in efficiency to specialized programs.","Logic, Reasoning, and Knowledge","Answer set programming, Computer science, Simple (philosophy), Inductive programming, Programming language, Set (abstract data type), Declarative programming, Reactive programming, Programming paradigm, Statement (logic), Procedural programming, Programming domain, Theoretical computer science","Answer set programming, Computer science, Simple (philosophy), Inductive programming, Programming language, Set (abstract data type), Declarative programming, Reactive programming, Programming paradigm, Statement (logic), Procedural programming, Programming domain, Theoretical computer science, Political science, Epistemology, Philosophy, Law",2
113,Extending Answer Set Programs with Neural Networks.,Extending Answer Set Programs with Neural Networks,Extending Answer Set Programs with Neural Networks,Zhun Yang,Zhun Yang,Zhun Yang,1,1,10.4204/eptcs.325.41,iclp,2020,,"The integration of low-level perception with high-level reasoning is one of the oldest problems in Artificial Intelligence. Recently, several proposals were made to implement the reasoning process in complex neural network architectures. While these works aim at extending neural networks with the capability of reasoning, a natural question that we consider is: can we extend answer set programs with neural networks to allow complex and high-level reasoning on neural network outputs? As a preliminary result, we propose NeurASP -- a simple extension of answer set programs by embracing neural networks where neural network outputs are treated as probability distributions over atomic facts in answer set programs. We show that NeurASP can not only improve the perception accuracy of a pre-trained neural network, but also help to train a neural network better by giving restrictions through logic rules. However, training with NeurASP would take much more time than pure neural network training due to the internal use of a symbolic reasoning engine. For future work, we plan to investigate the potential ways to solve the scalability issue of NeurASP. One potential way is to embed logic programs directly in neural networks. On this route, we plan to first design a SAT solver using neural networks, then extend such a solver to allow logic programs.","Logic, Reasoning, and Knowledge","Artificial neural network, Computer science, Artificial intelligence, Set (abstract data type), Scalability, Nervous system network models, Process (computing), Machine learning, Non-monotonic logic, Types of artificial neural networks, Time delay neural network, Programming language","Artificial neural network, Computer science, Artificial intelligence, Set (abstract data type), Scalability, Nervous system network models, Process (computing), Machine learning, Non-monotonic logic, Types of artificial neural networks, Time delay neural network, Programming language, Database",5
515,"A Singly Exponential Transformation of LTL[X, F] into Pure Past LTL.","A Singly Exponential Transformation of LTL[X, F] into Pure Past LTL","A Singly Exponential Transformation of LTL[X, F] into Pure Past LTL","Alessandro Artale, Luca Geatti, Nicola Gigante, Andrea Mazzullo, Angelo Montanari","Alessandro Artale, Luca Geatti, Nicola Gigante, Andrea Mazzullo, Angelo Montanari","Alessandro Artale, Luca Geatti, Nicola Gigante, Andrea Mazzullo, Angelo Montanari",5,5,10.24963/kr.2023/7,kr,2023,"<jats:p>Confronting the past can be hard. This is true even in Linear Temporal Logic (LTL), interpreted on either infinite or finite traces, when faced with the problem of transforming a temporally future formula into an equivalent one that contains past temporal modalities only. To our knowledge, the best among the available pastification procedures for full LTL, as well as for expressive enough fragments of it (that is, containing at least one temporal modality other than tomorrow), are triply exponential in the size of the input. In this paper, we focus on the fragment of LTL that features the tomorrow and eventually modalities, and provide a singly exponential pastification algorithm for it. The transformation is based on a normalisation procedure that requires a non-trivial complexity analysis, and on the subsequent generation of a pure past formula from suitably-defined dependency tree structures. Moreover, leveraging its purely syntactic nature, we present an implementation of our procedure in a temporal satisfiability checking tool that deals with both future and past modalities.</jats:p>","Confronting the past can be hard. This is true even in Linear Temporal Logic (LTL), interpreted on either infinite or finite traces, when faced with the problem of transforming a temporally future formula into an equivalent one that contains past temporal modalities only. To our knowledge, the best among the available pastification procedures for full LTL, as well as for expressive enough fragments of it (that is, containing at least one temporal modality other than tomorrow), are triply exponential in the size of the input. In this paper, we focus on the fragment of LTL that features the tomorrow and eventually modalities, and provide a singly exponential pastification algorithm for it. The transformation is based on a normalisation procedure that requires a non-trivial complexity analysis, and on the subsequent generation of a pure past formula from suitably-defined dependency tree structures. Moreover, leveraging its purely syntactic nature, we present an implementation of our procedure in a temporal satisfiability checking tool that deals with both future and past modalities.",Formal Methods in Verification,"Satisfiability, Fragment (logic), Linear temporal logic, Transformation (genetics), Computer science, Temporal logic, Modalities, Theoretical computer science, Focus (optics), Algorithm, Exponential function, Modality (human–computer interaction), Model checking, Computation tree logic, Mathematics, Discrete mathematics, Programming language, Calculus (dental), Artificial intelligence","Satisfiability, Fragment (logic), Linear temporal logic, Transformation (genetics), Computer science, Temporal logic, Modalities, Theoretical computer science, Focus (optics), Algorithm, Exponential function, Modality (human–computer interaction), Model checking, Computation tree logic, Mathematics, Discrete mathematics, Programming language, Calculus (dental), Artificial intelligence, Gene, Optics, Biochemistry, Dentistry, Sociology, Physics, Social science, Chemistry, Mathematical analysis, Medicine",1
125,An Epistemic Theory of Deductive Arguments.,An Epistemic Theory of Deductive Arguments,An Epistemic Theory of Deductive Arguments,Emiliano Lorini,Emiliano Lorini,Emiliano Lorini,1,1,10.24963/kr.2025/44,kr,2025,"<jats:p>Epistemic logic and the theory of argumentation have only

very recently started to interact, despite the central role

that the epistemic view of argument plays in contemporary

epistemology. In this paper, we present a novel epistemic

language for reasoning about three types of beliefs of

agents: explicit belief, plain implicit belief, and focused

implicit belief. We use it to represent the concept of

deductive argument and to elucidate its connection with the

concept of belief. Our language is interpreted through a

formal semantics that relies on belief bases.

This semantics allows us to naturally represent the reasons

an agent has for believing something, which we show to be

closely related to the notion of argument.  We provide

results on expressiveness, axiomatization and decidability

for the language.</jats:p>","Epistemic logic and the theory of argumentation have only very recently started to interact, despite the central role that the epistemic view of argument plays in contemporary epistemology. In this paper, we present a novel epistemic language for reasoning about three types of beliefs of agents: explicit belief, plain implicit belief, and focused implicit belief. We use it to represent the concept of deductive argument and to elucidate its connection with the concept of belief. Our language is interpreted through a formal semantics that relies on belief bases. This semantics allows us to naturally represent the reasons an agent has for believing something, which we show to be closely related to the notion of argument. We provide results on expressiveness, axiomatization and decidability for the language.","Logic, Reasoning, and Knowledge","Argumentation theory, Argument (complex analysis), Decidability, Semantics (computer science), Epistemic modal logic, Philosophy of language, Philosophy of science","Epistemology, Argumentation theory, Argument (complex analysis), Decidability, Semantics (computer science), Epistemic modal logic, Philosophy of language, Philosophy of science, Formal semantics (linguistics), Deductive reasoning, Philosophy, Mathematics, Computer science, Possible world, Connection (principal bundle), Defeasible reasoning, Philosophy of logic, Truth condition, Linguistics, Cognitive science",5
58,Statistical Syllogistic Tableaux.,Syllogistic Tableaux,Syllogistic Tableaux,"Domenico Cantone, Eugenio Omodeo, Alberto Policriti","Domenico Cantone, Eugenio Omodeo, Alberto Policriti","Domenico Cantone, Eugenio G. Omodeo, Alberto Policriti",3,3,10.1007/978-1-4757-3452-2_14,iclp,2024,,,"Logic, Reasoning, and Knowledge","T-norm fuzzy logics, Kripke semantics, Modal, Semantics (computer science), Computer science, Syllogism, Relevance (law), Mathematics, Epistemology, Calculus (dental), Algebra over a field, Theoretical computer science, Pure mathematics, Philosophy, Artificial intelligence, Programming language, Description logic, Intermediate logic, Political science, Medicine","T-norm fuzzy logics, Kripke semantics, Modal, Semantics (computer science), Computer science, Syllogism, Relevance (law), Mathematics, Epistemology, Calculus (dental), Algebra over a field, Theoretical computer science, Pure mathematics, Philosophy, Artificial intelligence, Programming language, Description logic, Intermediate logic, Political science, Medicine, Fuzzy logic, Chemistry, Membership function, Law, Fuzzy set, Polymer chemistry, Dentistry",2
442,Empowering Public Interest Communication with Argumentation - Project Report (short paper).,Documentation Interest Group Report Released,Documentation Interest Group Report Released,Alejandra Casas Niño de Rivera,Alejandra Casas Niño de Rivera,Alejandra Casas Niño de Rivera,1,1,10.59350/yvcg5-eb965,iclp,2025,"<jats:p>It has been a long time since we last reported on the activities of PKP's Documentation Interest Group (DIG), and we're very excited to let you know about some of the things we've worked on, new and old!</jats:p>","It has been a long time since we last reported on the activities of PKP's Documentation Interest Group (DIG), and we're very excited to let you know about some of the things we've worked on, new and old!",Diverse Scientific and Economic Studies,"Documentation, Interest group, Group (periodic table), Computer science, Chemistry, Political science, Programming language","Documentation, Interest group, Group (periodic table), Computer science, Chemistry, Political science, Programming language, Organic chemistry, Law, Politics",1
215,Hybrid Answer Set Programming: Foundations and Applications.,Hybrid Answer Set Programming: Foundations and Applications,Hybrid Answer Set Programming: Foundations and Applications,Nicolas Rühling,Nicolas Rühling,Nicolas Rühling,1,1,10.4204/eptcs.416.38,iclp,2024,,"Answer Set Programming (ASP) is a powerful tool for solving real-world problems. However, many problems involve numeric values and complex constraints beyond the capabilities of standard ASP solvers. Hybrid solvers like CLINGCON and CLINGO[DL] address this by using specialized methods for specific constraints. However, these solvers lack a strong theoretical foundation. This issue has first been addressed by introducing the Logic of Here-and-There with constraints (HT_c) as an extension of the Logic of Here-and-There (HT) and its non-monotone extension Equilibrium Logic. Nowadays, HT serves as a logical foundation for ASP and has facilitated a broader understanding of this paradigm. The idea is that HTC (and other extensions) play an analogous role for hybrid ASP. There remain many open questions about these logics regarding their fundamental characteristics as well as their practical use in solvers, ie. how they can guide the implementation. Having a formal understanding of these hybrid logics is also needed to better understand the inherent structure of the (real-world) problems they are applied to and to improve their representations in ASP. As an example of an application of ASP we use product configuration.","Logic, Reasoning, and Knowledge","Answer set programming, Set (abstract data type), Programming language, Computer science","Answer set programming, Set (abstract data type), Programming language, Computer science",5
267,Natlog: Embedding Logic Programming into the Python Deep-Learning Ecosystem.,Natlog:  Embedding Logic Programming into the Python Deep-Learning Ecosystem,Natlog: Embedding Logic Programming into the Python Deep-Learning Ecosystem,Paul Tarau,Paul Tarau,Paul Tarau,1,1,10.4204/eptcs.385.15,iclp,2023,,"Driven by expressiveness commonalities of Python and our Python-based embedded logic-based language Natlog, we design high-level interaction patterns between equivalent language constructs and data types on the two sides. By directly connecting generators and backtracking, nested tuples and terms, coroutines and first-class logic engines, reflection and meta-interpretation, we enable logic-based language constructs to access the full power of the Python ecosystem. We show the effectiveness of our design via Natlog apps working as orchestrators for JAX and Pytorch pipelines and as DCG-driven GPT3 and DALL.E prompt generators. Keyphrases: embedding of logic programming in the Python ecosystem, high-level inter-paradigm data exchanges, coroutining with logic engines, logic-based neuro-symbolic computing, logic grammars as prompt-generators for Large Language Models, logic-based neural network configuration and training.","Logic, programming, and type systems","Python (programming language), Programming language, Computer science, Logic programming, Embedding, Theoretical computer science, Artificial intelligence","Python (programming language), Programming language, Computer science, Logic programming, Embedding, Theoretical computer science, Artificial intelligence",5
204,probKanren: A Simple Probabilistic Extension for microKanren.,A Quantum Geometric Extension of Gravity-Probabilistic Correspondence,A Quantum Geometric Extension of Gravity-Probabilistic Correspondence,Rohit Dhormare,Rohit Dhormare,Rohit Dhormare,1,1,10.20944/preprints202506.0043.v1,iclp,2021,"<jats:p>Abstract  We develop a novel framework connecting quantum mechanics with  gravitational geometry through a deformation of probability  amplitudes. Inspired by Rohit Dhormare’s geometric formulation of  probability under gravitational fields, we reinterpret the influence of  curvature on probability not within classical settings, but in the domain  of quantum amplitudes. We propose a quantum probabilistic manifold  where space-time curvature induces topological and metric  deformations on Hilbert space projections, affecting interference,  measurement outcomes, and entropy. This formulation offers new  pathways for understanding quantum gravity, decoherence, and  information localization.</jats:p>","Abstract We develop a novel framework connecting quantum mechanics with gravitational geometry through a deformation of probability amplitudes. Inspired by Rohit Dhormare’s geometric formulation of probability under gravitational fields, we reinterpret the influence of curvature on probability not within classical settings, but in the domain of quantum amplitudes. We propose a quantum probabilistic manifold where space-time curvature induces topological and metric deformations on Hilbert space projections, affecting interference, measurement outcomes, and entropy. This formulation offers new pathways for understanding quantum gravity, decoherence, and information localization.",Noncommutative and Quantum Gravity Theories,"Extension (predicate logic), Probabilistic logic, Quantum, Quantum gravity, Physics, Mathematics, Statistical physics, Geometry, Pure mathematics, Quantum mechanics, Computer science, Statistics","Extension (predicate logic), Probabilistic logic, Quantum, Quantum gravity, Physics, Mathematics, Statistical physics, Geometry, Pure mathematics, Quantum mechanics, Computer science, Statistics, Programming language",3
146,A Brief Discussion about the Credal Semantics for Probabilistic Answer Set Programs.,Proceedings 39th International Conference on Logic Programming,Proceedings 39th International Conference on Logic Programming,Damiano Azzolini,Damiano Azzolini,Damiano Azzolini,1,1,10.4204/eptcs.385.30,iclp,2023,,"PASTA is a novel framework to perform inference, both exact and approximate, in Probabilistic Answer Set Programming under the Credal Semantics and to solve other related tasks, such as abduction, decision theory, maximum a posteriori inference, and parameter learning. Moreover, it also allows the expression of statistical statements. This paper shows the overall structure of the PASTA tool as well as some of the main options.","Logic, Reasoning, and Knowledge","Computer science, Programming language","Computer science, Programming language",5
209,Inductive Learning of Declarative Domain-Specific Heuristics for ASP.,Inductive Learning of Declarative Domain-Specific Heuristics for ASP,Inductive Learning of Declarative Domain-Specific Heuristics for ASP,Richard Comploi-Taupe,Richard Comploi-Taupe,Richard Taupe,1,1,10.4204/eptcs.385.14,iclp,2023,,"Domain-specific heuristics are a crucial technique for the efficient solving of problems that are large or computationally hard. Answer Set Programming (ASP) systems support declarative specifications of domain-specific heuristics to improve solving performance. However, such heuristics must be invented manually so far. Inventing domain-specific heuristics for answer-set programs requires expertise with the domain under consideration and familiarity with ASP syntax, semantics, and solving technology. The process of inventing useful heuristics would highly profit from automatic support. This paper presents a novel approach to the automatic learning of such heuristics. We use Inductive Logic Programming (ILP) to learn declarative domain-specific heuristics from examples stemming from (near-)optimal answer sets of small but representative problem instances. Our experimental results indicate that the learned heuristics can improve solving performance and solution quality when solving larger, harder instances of the same problem.","Logic, Reasoning, and Knowledge","Heuristics, Computer science, Answer set programming, Domain (mathematical analysis), Inductive logic programming, Set (abstract data type), Artificial intelligence, Semantics (computer science), Logic programming, Programming language, Theoretical computer science, Mathematics","Heuristics, Computer science, Answer set programming, Domain (mathematical analysis), Inductive logic programming, Set (abstract data type), Artificial intelligence, Semantics (computer science), Logic programming, Programming language, Theoretical computer science, Mathematics, Mathematical analysis, Operating system",4
148,Qiana: A First-Order Formalism to Quantify over Contexts and Formulas.,Qiana: A First-Order Formalism to Quantify over Contexts and Formulas with Temporality,Qiana: A First-Order Formalism to Quantify over Contexts and Formulas with Temporality,"Simon Coumes, Pierre-Henri Paris, François Schwarzentruber, Fabian Suchanek","Simon Coumes, Pierre-Henri Paris, François Schwarzentruber, Fabian Suchanek","Simon Coumes, Pierre-Henri Paris, François Schwarzentruber, Fabian M. Suchanek",4,4,10.1613/jair.1.18402,kr,2024,"<jats:p>We introduce Qiana, a logic framework for reasoning on formulas that are true only in specific contexts. In Qiana, it is possible to quantify over both formulas and contexts to express, e.g., that “everyone knows everything Alice says”. Qiana also permits paraconsistent logics within contexts, so that contexts can contain contradictions. Furthermore, Qiana is based on first-order logic, and is finitely axiomatizable, so that Qiana theories are compatible with pre-existing first-order logic theorem provers. We show how Qiana can be used to represent temporality, event calculus, and modal logic. We also discuss different design alternatives of Qiana.</jats:p>","We introduce Qiana, a logic framework for reasoning on formulas that are true only in specific contexts. In Qiana, it is possible to quantify over both formulas and contexts to express, e.g., that “everyone knows everything Alice says”. Qiana also permits paraconsistent logics within contexts, so that contexts can contain contradictions. Furthermore, Qiana is based on first-order logic, and is finitely axiomatizable, so that Qiana theories are compatible with pre-existing first-order logic theorem provers. We show how Qiana can be used to represent temporality, event calculus, and modal logic. We also discuss different design alternatives of Qiana.","Logic, Reasoning, and Knowledge","Formalism (music), Modal, Paraconsistent logic, Temporality, Non-monotonic logic, Normal modal logic, Algebra over a field, Modal logic","Formalism (music), Modal, Paraconsistent logic, Computer science, Temporality, Theoretical computer science, Non-monotonic logic, Normal modal logic, Mathematics, Algorithm, Algebra over a field, Modal logic, Accessibility relation, Event (particle physics), Calculus (dental), Artificial intelligence, Epistemology, Temporal logic, On the fly, Epistemic modal logic, Classical logic, Description logic, Multimodal logic, Truth table, Truth value, Modal operator",2
